link,title,rating,subject
https://movie.douban.com/subject/1292001/	,海上钢琴师	,9.3	,每个人都要走一条自己坚定了的路，就算是粉身碎骨。 
https://movie.douban.com/subject/25662329/	,疯狂动物城	,9.3	,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。
https://movie.douban.com/subject/3793023/	,三傻大闹宝莱坞	,9.2	,英俊版憨豆，高情商版谢耳朵。
https://movie.douban.com/subject/2131459/	,机器人总动员	,9.3	,小瓦力，大人生。
https://movie.douban.com/subject/1291549/	,放牛班的春天	,9.3	,天籁一般的童声，是最接近上帝的存在。 
https://movie.douban.com/subject/1307914/	,无间道	,9.3	,香港电影史上永不过时的杰作。
https://movie.douban.com/subject/1296141/	,控方证人	,9.6	,比利·怀德满分作品。
https://movie.douban.com/subject/20495023/	,寻梦环游记	,9.1	,死亡不是真的逝去，遗忘才是永恒的消亡。
https://movie.douban.com/subject/1292213/	,大话西游之大圣娶亲	,9.2	,一生所爱。
https://movie.douban.com/subject/5912992/	,熔炉	,9.3	,我们一路奋战不是为了改变世界，而是为了不让世界改变我们。
https://movie.douban.com/subject/6786002/	,触不可及	,9.3	,满满温情的高雅喜剧。
https://movie.douban.com/subject/1291841/	,教父	,9.3	,千万不要记恨你的对手，这样会让你失去理智。
https://movie.douban.com/subject/1295038/	,哈利·波特与魔法石	,9.2	,童话世界的开端。
